,number,state,value,datetime_start,datetime_complete,params,params,params,params,params,system_attrs
,,,,,,lambda1_dim1,lambda1_dim2,lambda2_dim1,lambda2_dim2,learning_rate,_number
30,30,TrialState.COMPLETE,0.4112994372844696,2019-08-13 18:50:16.396943,2019-08-13 18:51:46.437291,0.001027759835644949,0.005616994729735754,0.7500000000000001,0.9500000000000001,0.0003152571071066351,30
31,31,TrialState.COMPLETE,0.44683411717414856,2019-08-13 18:51:46.442284,2019-08-13 18:53:17.026920,8.216637556469828e-06,0.00030897306036287104,0.7000000000000001,0.7000000000000001,0.00021601175493846732,31
32,32,TrialState.COMPLETE,0.3854495882987976,2019-08-13 18:53:17.031839,2019-08-13 18:54:45.081545,1.9569657623592722e-05,8.739909833434111e-05,0.2,0.1,0.000552298865338877,32
33,33,TrialState.COMPLETE,0.3819650411605835,2019-08-13 18:54:45.086828,2019-08-13 18:56:15.936538,2.4346730786115107e-05,8.886116239853534e-05,0.2,0.05,0.0005675622013816209,33
34,34,TrialState.COMPLETE,0.42293527722358704,2019-08-13 18:56:15.941657,2019-08-13 18:57:43.163402,3.6552098341912974e-05,1.3748671567127122e-05,0.2,0.05,0.000701704292905799,34
35,35,TrialState.COMPLETE,0.422139436006546,2019-08-13 18:57:43.168765,2019-08-13 18:59:29.575542,9.167391079913166e-05,3.7371838625163655e-05,0.05,0.2,0.0009132015258188576,35
36,36,TrialState.COMPLETE,0.3966010957956314,2019-08-13 18:59:29.594057,2019-08-13 19:01:03.839464,0.00013826496985056507,7.502684763137568e-05,0.4,0.2,0.0009809899055578178,36
37,37,TrialState.COMPLETE,0.4259965717792511,2019-08-13 19:01:03.845275,2019-08-13 19:02:36.201013,0.0005393214971111942,0.00017848281030722588,0.05,0.45,0.00017149983767505338,37
38,38,TrialState.COMPLETE,0.41427628695964813,2019-08-13 19:02:36.206805,2019-08-13 19:04:06.096770,0.0002009877056005041,1.807850221219438e-05,0.2,0.05,0.0003026521904519276,38
39,39,TrialState.COMPLETE,0.7038350105285645,2019-08-13 19:04:06.102538,2019-08-13 19:05:36.393511,6.921716549836805e-05,7.52391767109671e-06,0.05,0.4,1.1052807439618912e-06,39
40,40,TrialState.COMPLETE,0.47922250628471375,2019-08-13 19:05:36.399631,2019-08-13 19:07:07.016947,8.382801973596519e-06,2.9639010661559355e-05,0.2,0.35000000000000003,0.0004701285840785956,40
41,41,TrialState.COMPLETE,0.41250208020210266,2019-08-13 19:07:07.027671,2019-08-13 19:08:37.621442,4.372914460216348e-06,0.00028923948706965756,0.05,0.3,0.0001110377512468794,41
42,42,TrialState.COMPLETE,0.4984176605939865,2019-08-13 19:08:37.627833,2019-08-13 19:10:06.133424,1.588526211792239e-05,0.00022925113793039568,0.4,0.2,2.434508570507435e-05,42
43,43,TrialState.COMPLETE,0.5529429018497467,2019-08-13 19:10:06.139963,2019-08-13 19:11:37.706697,0.00024906520523812345,2.830369964279442e-06,0.35000000000000003,0.05,1.3564007130841178e-05,43
44,44,TrialState.COMPLETE,0.548757791519165,2019-08-13 19:11:37.713192,2019-08-13 19:13:09.676047,2.449774235975597e-06,0.00012748802004783664,0.2,0.2,4.966232950856606e-06,44
45,45,TrialState.COMPLETE,0.6247309148311615,2019-08-13 19:13:09.682899,2019-08-13 19:14:41.232771,0.004313297114550552,0.000860059128809319,0.15000000000000002,0.05,1.4555099946204414e-06,45
46,46,TrialState.COMPLETE,0.4229805916547775,2019-08-13 19:14:41.239743,2019-08-13 19:16:08.208511,3.148625759598254e-05,0.0004118766524428023,0.15000000000000002,0.2,3.737435331598352e-05,46
47,47,TrialState.COMPLETE,0.4042876064777374,2019-08-13 19:16:08.215732,2019-08-13 19:17:34.704440,0.0008842365415213232,5.8279672160851286e-05,0.05,0.6000000000000001,0.0006080612744005005,47
48,48,TrialState.COMPLETE,0.46414634585380554,2019-08-13 19:17:34.711752,2019-08-13 19:19:00.891060,0.0013974012317018614,6.341031784865483e-06,0.05,0.55,0.00023301179580370067,48
49,49,TrialState.COMPLETE,0.4092986434698105,2019-08-13 19:19:00.898264,2019-08-13 19:20:26.992858,0.00047159331545934546,0.00011734577165171641,0.35000000000000003,0.05,8.425491951634766e-05,49
50,50,TrialState.COMPLETE,0.4483390748500824,2019-08-13 19:20:27.000289,2019-08-13 19:21:50.588100,6.410226403258891e-06,2.8868181709783514e-05,0.35000000000000003,0.05,0.00033020071730247523,50
51,51,TrialState.COMPLETE,0.45063839852809906,2019-08-13 19:21:50.595654,2019-08-13 19:23:14.012349,0.00017556425621491524,1.598406888273674e-05,0.05,0.55,0.00013947627122072362,51
52,52,TrialState.COMPLETE,0.44035831093788147,2019-08-13 19:23:14.020286,2019-08-13 19:24:37.068181,0.009103075045104006,0.0020264025344064623,0.05,0.2,0.0004565120038202426,52
53,53,TrialState.COMPLETE,0.4836478531360626,2019-08-13 19:24:37.076230,2019-08-13 19:26:00.819763,0.0003332988465281651,0.00043788811030745625,0.05,0.2,4.900535694965919e-05,53
54,54,TrialState.COMPLETE,0.5340200364589691,2019-08-13 19:26:00.827755,2019-08-13 19:27:24.301659,1.3973918630260939e-05,1.1244376624025662e-05,0.55,0.55,4.829108152059512e-06,54
55,55,TrialState.COMPLETE,0.40866878628730774,2019-08-13 19:27:24.309702,2019-08-13 19:28:47.973171,0.003761876722149647,5.947550949017324e-05,0.35000000000000003,0.05,0.0007315214713513056,55
56,56,TrialState.COMPLETE,0.5034456253051758,2019-08-13 19:28:47.981356,2019-08-13 19:30:11.351791,0.0006623416568154089,0.000845468743719359,0.05,0.55,1.849955310911915e-05,56
57,57,TrialState.COMPLETE,0.4351806044578552,2019-08-13 19:30:11.360068,2019-08-13 19:31:34.702200,7.839143633258356e-05,1.3845353225328778e-06,1.0,0.05,0.00025142621291003006,57
58,58,TrialState.COMPLETE,0.3955288529396057,2019-08-13 19:31:34.710510,2019-08-13 19:32:57.771599,2.3575378949379435e-05,2.311618435853239e-06,1.0,0.9500000000000001,0.00011072338810504791,58
59,59,TrialState.COMPLETE,0.44671349227428436,2019-08-13 19:32:57.780289,2019-08-13 19:34:20.853087,2.7588649143695825e-06,4.341940605685863e-06,0.05,0.2,0.00017414740086168132,59
60,60,TrialState.COMPLETE,0.43796607851982117,2019-08-13 19:34:20.861926,2019-08-13 19:35:43.907342,1.4361775314314591e-06,0.00021602048566179982,0.05,0.7000000000000001,0.00038451552346626983,60
61,61,TrialState.COMPLETE,0.3853318989276886,2019-08-13 19:35:43.916492,2019-08-13 19:37:06.590810,4.001721223463985e-05,0.00014133274352268616,0.55,0.2,7.651320970933347e-05,61
62,62,TrialState.COMPLETE,0.39185354113578796,2019-08-13 19:37:06.599749,2019-08-13 19:38:30.155414,0.00300534780619928,2.5928886291155134e-05,1.0,0.05,0.000650614821498083,62
63,63,TrialState.COMPLETE,0.5642021596431732,2019-08-13 19:38:30.164593,2019-08-13 19:39:53.257089,0.0013406083700376833,4.62366901565196e-05,0.35000000000000003,0.9500000000000001,2.0963717592555533e-06,63
64,64,TrialState.COMPLETE,0.4260900169610977,2019-08-13 19:39:53.266471,2019-08-13 19:41:16.279596,0.00012520875253216606,0.007501058474383442,0.05,0.55,6.187383118230424e-05,64
65,65,TrialState.COMPLETE,0.45612733066082,2019-08-13 19:41:16.289070,2019-08-13 19:42:39.562558,4.217583219909285e-05,8.520673855126017e-05,0.55,0.2,8.528967919679289e-05,65
66,66,TrialState.COMPLETE,0.4603012800216675,2019-08-13 19:42:39.572195,2019-08-13 19:44:02.804462,1.0950658771499389e-05,0.00014561580166175684,0.55,0.05,2.8427926069447575e-05,66
67,67,TrialState.COMPLETE,0.45919249951839447,2019-08-13 19:44:02.814255,2019-08-13 19:45:25.970277,5.827069777776861e-05,0.0014460100631967885,1.0,0.05,3.8901886063921324e-05,67
68,68,TrialState.COMPLETE,0.4788232147693634,2019-08-13 19:45:25.980113,2019-08-13 19:46:49.097778,6.393610822561862e-06,0.004568558911732092,0.7500000000000001,0.05,0.00015217923386119612,68
69,69,TrialState.COMPLETE,0.4274961054325104,2019-08-13 19:46:49.107744,2019-08-13 19:48:12.111961,9.558748118230421e-05,0.00048210451895826256,1.0,0.05,0.0002181034582015483,69
70,70,TrialState.COMPLETE,0.4401756078004837,2019-08-13 19:48:12.122229,2019-08-13 19:49:35.734292,2.1587979800450533e-05,0.0026963238288721775,0.05,0.05,7.232108707297803e-05,70
71,71,TrialState.COMPLETE,0.4642490893602371,2019-08-13 19:49:35.744812,2019-08-13 19:50:59.288389,2.7254765942206612e-05,0.0009043254882568609,0.7000000000000001,0.2,5.105837234320985e-05,71
72,72,TrialState.COMPLETE,0.4558010846376419,2019-08-13 19:50:59.298829,2019-08-13 19:52:22.326313,0.00017563272770687927,0.00010414069865571466,1.0,0.2,0.0005071624237886414,72
73,73,TrialState.COMPLETE,0.41257667541503906,2019-08-13 19:52:22.336711,2019-08-13 19:53:45.842508,1.1651058025683267e-05,0.00023750258841082744,0.55,0.2,0.0008362724261384938,73
74,74,TrialState.COMPLETE,0.5428780317306519,2019-08-13 19:53:45.853158,2019-08-13 19:55:08.903963,4.7709038232164295e-05,2.1126160651721385e-05,0.05,0.05,1.809970415852666e-05,74
75,75,TrialState.COMPLETE,0.47430697083473206,2019-08-13 19:55:08.914656,2019-08-13 19:56:31.699393,0.0003591511514837866,0.0018686869883121808,1.0,0.2,0.00010618464391118177,75
76,76,TrialState.COMPLETE,0.39299723505973816,2019-08-13 19:56:31.710228,2019-08-13 19:57:54.659485,3.18875306879556e-05,4.1406984640242153e-05,0.55,0.2,0.00019433155166674444,76
77,77,TrialState.COMPLETE,0.4052145779132843,2019-08-13 19:57:54.670510,2019-08-13 19:59:18.058445,1.7686902950480722e-05,9.464318004709608e-06,0.9500000000000001,0.2,0.00038092309952665745,77
78,78,TrialState.COMPLETE,0.4773329347372055,2019-08-13 19:59:18.069703,2019-08-13 20:00:41.256735,3.927839256978264e-06,0.00017324708845036107,0.05,0.05,0.000992012867613374,78
79,79,TrialState.COMPLETE,0.4411347359418869,2019-08-13 20:00:41.268291,2019-08-13 20:02:04.699811,0.00027308471584622793,0.0003564140384689322,0.55,0.05,0.0002688273379327879,79
80,80,TrialState.COMPLETE,0.44677016139030457,2019-08-13 20:02:04.711462,2019-08-13 20:03:27.223035,6.699628768304177e-06,0.0006912732089019026,0.05,0.05,0.0001354932602553192,80
81,81,TrialState.COMPLETE,0.46821631491184235,2019-08-13 20:03:27.234651,2019-08-13 20:04:50.729881,7.069854771274248e-05,6.29489850705354e-06,0.7000000000000001,0.2,4.1728618565095464e-05,81
82,82,TrialState.COMPLETE,0.5362117886543274,2019-08-13 20:04:50.741617,2019-08-13 20:06:13.526343,3.0183959597198527e-06,0.0010846396921088003,0.35000000000000003,0.05,3.0877149926898176e-05,82
83,83,TrialState.COMPLETE,0.4432177394628525,2019-08-13 20:06:13.538379,2019-08-13 20:07:36.637981,0.006698276225574753,0.0033967980512230327,0.05,0.05,7.27931948466645e-05,83
84,84,TrialState.COMPLETE,0.618768572807312,2019-08-13 20:07:36.650508,2019-08-13 20:08:59.440153,5.3773086625850326e-06,3.4904107152702343e-05,0.3,0.2,7.311232291241864e-06,84
85,85,TrialState.COMPLETE,0.4558291882276535,2019-08-13 20:08:59.452427,2019-08-13 20:10:22.530785,1.8577841989860862e-06,7.055065436528735e-05,0.5,0.2,0.00012135751656377108,85
86,86,TrialState.COMPLETE,0.5562877058982849,2019-08-13 20:10:22.543213,2019-08-13 20:11:45.647215,0.00010878537187888556,0.002262636340885391,0.05,0.2,1.9840091397036857e-05,86
87,87,TrialState.COMPLETE,0.4144192785024643,2019-08-13 20:11:45.659910,2019-08-13 20:13:08.628620,0.002223230408250841,1.1100361142383245e-06,0.05,0.2,0.0003378175104679509,87
88,88,TrialState.COMPLETE,0.39102616906166077,2019-08-13 20:13:08.641071,2019-08-13 20:14:31.874923,0.00014731047631996958,0.0055036549767358955,0.05,0.05,0.000558770869593855,88
89,89,TrialState.COMPLETE,0.43976321816444397,2019-08-13 20:14:31.887705,2019-08-13 20:15:54.417011,3.8886165297141894e-05,1.247049039645624e-05,0.05,0.05,9.627715386426321e-05,89
90,90,TrialState.COMPLETE,0.6022172570228577,2019-08-13 20:15:54.430284,2019-08-13 20:17:16.818409,5.26227028503603e-05,0.0005034872151183236,0.05,0.15000000000000002,1.118899650226361e-05,90
91,91,TrialState.COMPLETE,0.4283329099416733,2019-08-13 20:17:16.831666,2019-08-13 20:18:39.616287,0.0007357752563868204,0.00030621447786157336,0.05,0.05,0.00019679757713296993,91
92,92,TrialState.COMPLETE,0.396367684006691,2019-08-13 20:18:39.629547,2019-08-13 20:20:02.690267,9.603605463129314e-06,0.00013707724801366615,0.05,0.05,0.0007611869932281675,92
93,93,TrialState.COMPLETE,0.4074655920267105,2019-08-13 20:20:02.703755,2019-08-13 20:21:25.932335,0.00046810498173569106,5.208364706123992e-05,0.2,0.05,0.00016431920704787262,93
94,94,TrialState.COMPLETE,0.44847719371318817,2019-08-13 20:21:25.946116,2019-08-13 20:22:49.133030,0.001103277632651122,0.00020222610770921295,0.7000000000000001,0.05,5.6024681006318026e-05,94
95,95,TrialState.COMPLETE,0.421190470457077,2019-08-13 20:22:49.146678,2019-08-13 20:24:11.738020,1.3057350675771166e-05,1.9295299305729173e-06,0.9000000000000001,0.05,0.0002998065386675184,95
96,96,TrialState.COMPLETE,0.4669593572616577,2019-08-13 20:24:11.752003,2019-08-13 20:25:35.217112,0.0002376044306048238,4.0699374269548465e-06,0.05,0.05,0.00040629484742366284,96
97,97,TrialState.COMPLETE,0.43960514664649963,2019-08-13 20:25:35.230984,2019-08-13 20:26:58.225707,1.9041214645517637e-05,1.6946622375446447e-05,0.7000000000000001,0.05,0.0005009222582998114,97
98,98,TrialState.COMPLETE,0.4691571444272995,2019-08-13 20:26:58.240176,2019-08-13 20:28:20.964921,1.0747538081378127e-06,0.001281629286360327,0.05,0.05,2.401856243495511e-05,98
99,99,TrialState.COMPLETE,0.4799594581127167,2019-08-13 20:28:20.979053,2019-08-13 20:29:44.302298,7.851768214060157e-05,0.00026087485690728837,0.05,0.05,0.00013226153414620508,99
100,100,TrialState.COMPLETE,0.5216830968856812,2019-08-13 20:29:44.316717,2019-08-13 20:31:07.808450,8.663063411181836e-06,0.00010424121853951122,0.15000000000000002,0.15000000000000002,3.400263350399018e-05,100
101,101,TrialState.COMPLETE,0.45437879860401154,2019-08-13 20:31:07.822984,2019-08-13 20:32:30.923071,3.2460334195460935e-05,2.317670004228083e-05,0.05,0.05,0.00024487493115893697,101
102,102,TrialState.COMPLETE,0.4728587418794632,2019-08-13 20:32:30.937789,2019-08-13 20:33:53.707257,0.0006068933990624715,9.223918527762247e-06,0.05,0.05,4.378922361273905e-05,102
103,103,TrialState.COMPLETE,0.4035915285348892,2019-08-13 20:33:53.721960,2019-08-13 20:35:16.733539,0.0002871952417972525,3.3786152539955156e-06,0.05,0.05,0.0006790597369210505,103
104,104,TrialState.COMPLETE,0.4232223778963089,2019-08-13 20:35:16.748741,2019-08-13 20:36:40.402419,0.00019616462886935752,6.952722589577354e-05,0.7000000000000001,0.05,6.178952227837218e-05,104
105,105,TrialState.COMPLETE,0.42776842415332794,2019-08-13 20:36:40.417607,2019-08-13 20:38:03.114748,5.096553997952763e-06,0.008542982793281362,0.05,0.05,8.016431184550692e-05,105
106,106,TrialState.COMPLETE,0.443739652633667,2019-08-13 20:38:03.130300,2019-08-13 20:39:26.416392,6.409213067918761e-05,0.0005960615790140292,0.05,0.4,0.000447552548602455,106
107,107,TrialState.COMPLETE,0.4415180832147598,2019-08-13 20:39:26.431906,2019-08-13 20:40:49.478833,0.0001469328021141653,3.173267127260964e-05,0.05,0.05,1.4694304776900032e-05,107
108,108,TrialState.COMPLETE,0.3954761028289795,2019-08-13 20:40:49.494539,2019-08-13 20:42:12.081920,1.55134314776532e-05,0.004701723403858799,0.05,0.05,0.00017959795011010513,108
109,109,TrialState.COMPLETE,0.3974834829568863,2019-08-13 20:42:12.097326,2019-08-13 20:43:34.975867,2.471749062708649e-05,8.876550396300351e-05,0.05,0.05,9.695155271924812e-05,109
110,110,TrialState.COMPLETE,0.43193116784095764,2019-08-13 20:43:34.991658,2019-08-13 20:44:58.389118,0.0016902443995714892,0.00038968108289196387,0.05,0.05,0.000898536764328176,110
111,111,TrialState.COMPLETE,0.4471082389354706,2019-08-13 20:44:58.405363,2019-08-13 20:46:21.669505,0.0038708637362442505,0.0006743788274285541,0.8500000000000001,0.05,0.0002094715823161647,111
112,112,TrialState.COMPLETE,0.476676881313324,2019-08-13 20:46:21.685816,2019-08-13 20:47:44.341665,2.1985621377242146e-06,5.863518023747537e-06,0.7000000000000001,0.4,0.0005787195181595102,112
113,113,TrialState.COMPLETE,0.44866420328617096,2019-08-13 20:47:44.357917,2019-08-13 20:49:07.415157,8.572724025613115e-05,0.003586213493671491,0.15000000000000002,0.35000000000000003,0.0003546382448544193,113
114,114,TrialState.COMPLETE,0.4430698752403259,2019-08-13 20:49:07.431752,2019-08-13 20:50:30.476334,3.383644978643435e-06,4.537501840127651e-05,0.05,0.05,0.0001548601071840343,114
115,115,TrialState.COMPLETE,0.41359877586364746,2019-08-13 20:50:30.493076,2019-08-13 20:51:53.456762,0.0009325387651925435,0.0001586445270710062,0.05,0.05,0.0002896313795905732,115
116,116,TrialState.COMPLETE,0.5486268103122711,2019-08-13 20:51:53.473411,2019-08-13 20:53:16.272864,7.377801266868332e-06,0.0016482050193272054,0.05,0.05,6.732358271368182e-06,116
117,117,TrialState.COMPLETE,0.4458795487880707,2019-08-13 20:53:16.289597,2019-08-13 20:54:38.975723,4.404501945734704e-05,1.4089147949190801e-05,0.5,0.05,0.0002549534050599151,117
118,118,TrialState.COMPLETE,0.5900283753871918,2019-08-13 20:54:38.993131,2019-08-13 20:56:02.367526,0.0004498068362615221,0.00018379007808632237,0.5,0.05,2.5320280845489717e-06,118
119,119,TrialState.COMPLETE,0.40100935101509094,2019-08-13 20:56:02.384477,2019-08-13 20:57:25.133666,0.009945204427419137,0.007298554433613644,0.05,0.05,0.00011735284317362571,119
120,120,TrialState.COMPLETE,0.4414112865924835,2019-08-13 20:57:25.151396,2019-08-13 20:58:48.061438,0.00011474040143521356,2.056534972505408e-05,0.05,0.3,2.683719873530447e-05,120
121,121,TrialState.COMPLETE,0.41411682963371277,2019-08-13 20:58:48.078776,2019-08-13 21:00:11.402490,1.33036594970066e-06,0.00027115973442315677,0.05,0.05,0.0009821045244889383,121
122,122,TrialState.COMPLETE,0.43978339433670044,2019-08-13 21:00:11.419769,2019-08-13 21:01:34.499036,0.0028019513592472266,7.885367948817741e-06,0.7000000000000001,0.05,7.799835325230395e-05,122
123,123,TrialState.COMPLETE,0.4936249703168869,2019-08-13 21:01:34.516624,2019-08-13 21:02:58.060361,1.1161124411835182e-05,0.0010356103874840745,0.05,0.05,4.906606273861732e-05,123
124,124,TrialState.COMPLETE,0.46749016642570496,2019-08-13 21:02:58.078463,2019-08-13 21:04:21.340662,1.785429588143371e-06,0.009948190088473,0.7000000000000001,0.05,9.34730487439763e-06,124
125,125,TrialState.COMPLETE,0.47379113733768463,2019-08-13 21:04:21.358891,2019-08-13 21:05:43.939761,0.00478943055693247,5.9363614669665685e-05,0.05,0.55,2.2358780792366205e-05,125
126,126,TrialState.COMPLETE,0.4998187720775604,2019-08-13 21:05:43.958225,2019-08-13 21:07:06.786318,2.1490411250531855e-05,0.00012139220518494162,0.05,0.05,1.5775018490340258e-05,126
127,127,TrialState.COMPLETE,0.5094877779483795,2019-08-13 21:07:06.804626,2019-08-13 21:08:29.679173,0.0012496802206927674,0.0030618104951173186,0.5,0.55,4.436900388202697e-06,127
128,128,TrialState.COMPLETE,0.40449143946170807,2019-08-13 21:08:29.697505,2019-08-13 21:09:52.673944,3.0030990289113172e-05,0.0008094278178959888,0.5,0.05,5.930303805635846e-05,128
129,129,TrialState.COMPLETE,0.4108048379421234,2019-08-13 21:09:52.693018,2019-08-13 21:11:15.878031,0.00039992505187520284,0.0013904196152367202,0.8500000000000001,0.05,0.0008224922744873187,129
130,130,TrialState.COMPLETE,0.49149860441684723,2019-08-13 21:11:15.896425,2019-08-13 21:12:39.132646,0.006769134068956347,3.72848017320385e-05,0.3,0.05,3.059381575588094e-05,130
131,131,TrialState.COMPLETE,0.430773988366127,2019-08-13 21:12:39.151673,2019-08-13 21:14:02.211206,3.6787095796725565e-05,0.002350603269432287,0.5,0.05,9.798013052373838e-05,131
132,132,TrialState.COMPLETE,0.4420800507068634,2019-08-13 21:14:02.230590,2019-08-13 21:15:25.525824,5.150002807361416e-05,2.6197072963044227e-05,0.05,0.05,0.00022584165990250098,132
133,133,TrialState.COMPLETE,0.4532119929790497,2019-08-13 21:15:25.545452,2019-08-13 21:16:48.864844,0.0003288217475322421,0.0003603733885810465,0.05,0.05,0.0004318205604804532,133
134,134,TrialState.COMPLETE,0.4564818888902664,2019-08-13 21:16:48.884173,2019-08-13 21:18:12.214816,0.0001698040235001178,0.0005052413141318958,0.7000000000000001,0.05,0.0006290277110905712,134
